,title,company,cpage,ratings,location,days_ago,summary
526,Senior Product Manager,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,Strong affiliation and experience with Data or prior experience as a Data analyst or data scientist are preferable.
527,Technical Product Manager,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
528,6M Contract - Automation Engineer - JavaScript - CICD - Goog...,Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,7,"You will be working with an exceptional cross functional team of QA, software engineers and data scientists.Are you a Senor Automation Engineer experienced in…"
529,Full Stack Senior Software Engineer (React.js & .Net Core),Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,11,Working on building a unique data driven platform with both data scientists and software engineers.Data transformation projects are a bonus!
530,Senior Quantitative Analyst,Bluefin Resources,https://au.indeed.comn/a,0.0,Sydney NSW,19,"Ensuring the scope of independent validation appropriately challenges a model's scope of application, methodology and implementation, data used and its…"
531,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
532,Senior Systems Engineer (Level 3),Talentpool Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,16,"You will be joining an exceptionally talented group of data scientists, engineers and sports analysts at the forefront of their field."
533,Senior Product Manager,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,Strong affiliation and experience with Data or prior experience as a Data analyst or data scientist are preferable.
534,Senior Developer- Java & AWS,Profusion Group,https://au.indeed.comn/a,0.0,Melbourne VIC,2,Experience working with large data sets or experience working closely with Data Scientists and Data Engineers would be highly beneficial.
535,Product Manager,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,25,"They are a close knitted team of engineers, data scientists and business leaders who have built a unique AI product that can help businesses across a range of…"
536,Senior Research Analyst,Hudson,https://au.indeed.com/cmp/Hudson,0.0,Melbourne VIC,14,"This role will lead to candidates who have a strong background in data analysis, demographic analysis and interpretation of data."
537,Technical Product Manager,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
538,6M Contract - Automation Engineer - JavaScript - CICD - Goog...,Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,7,"You will be working with an exceptional cross functional team of QA, software engineers and data scientists.Are you a Senor Automation Engineer experienced in…"
539,Full Stack Senior Software Engineer (React.js & .Net Core),Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,11,Working on building a unique data driven platform with both data scientists and software engineers.Data transformation projects are a bonus!
540,Senior Developer- Java & AWS,Profusion Group,https://au.indeed.comn/a,0.0,Melbourne VIC,2,Experience working with large data sets or experience working closely with Data Scientists and Data Engineers would be highly beneficial.
541,Process Control Engineer,MIPAC Pty Ltd,https://au.indeed.comn/a,0.0,Brisbane QLD,22,You will be supported by a multi-disciplinary team of Control System Engineers and Data Scientists to configure and deploy fit-for-purpose control strategies.
542,Senior Systems Engineer (Level 3),Talentpool Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,16,"You will be joining an exceptionally talented group of data scientists, engineers and sports analysts at the forefront of their field."
543,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
544,Product Manager,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,25,"They are a close knitted team of engineers, data scientists and business leaders who have built a unique AI product that can help businesses across a range of…"
545,Senior Research Analyst,Hudson,https://au.indeed.com/cmp/Hudson,0.0,Melbourne VIC,14,"This role will lead to candidates who have a strong background in data analysis, demographic analysis and interpretation of data."
546,Senior Product Manager,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,Strong affiliation and experience with Data or prior experience as a Data analyst or data scientist are preferable.
547,Technical Product Manager,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
548,6M Contract - Automation Engineer - JavaScript - CICD - Goog...,Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,7,"You will be working with an exceptional cross functional team of QA, software engineers and data scientists.Are you a Senor Automation Engineer experienced in…"
549,Full Stack Senior Software Engineer (React.js & .Net Core),Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,11,Working on building a unique data driven platform with both data scientists and software engineers.Data transformation projects are a bonus!
550,Senior Developer- Java & AWS,Profusion Group,https://au.indeed.comn/a,0.0,Melbourne VIC,2,Experience working with large data sets or experience working closely with Data Scientists and Data Engineers would be highly beneficial.
551,Process Control Engineer,MIPAC Pty Ltd,https://au.indeed.comn/a,0.0,Brisbane QLD,22,You will be supported by a multi-disciplinary team of Control System Engineers and Data Scientists to configure and deploy fit-for-purpose control strategies.
552,Senior Systems Engineer (Level 3),Talentpool Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,16,"You will be joining an exceptionally talented group of data scientists, engineers and sports analysts at the forefront of their field."
553,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
554,Product Manager,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,25,"They are a close knitted team of engineers, data scientists and business leaders who have built a unique AI product that can help businesses across a range of…"
555,Senior Research Analyst,Hudson,https://au.indeed.com/cmp/Hudson,0.0,Melbourne VIC,14,"This role will lead to candidates who have a strong background in data analysis, demographic analysis and interpretation of data."
556,Senior Product Manager,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,Strong affiliation and experience with Data or prior experience as a Data analyst or data scientist are preferable.
557,Technical Product Manager,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
558,6M Contract - Automation Engineer - JavaScript - CICD - Goog...,Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,7,"You will be working with an exceptional cross functional team of QA, software engineers and data scientists.Are you a Senor Automation Engineer experienced in…"
559,Full Stack Senior Software Engineer (React.js & .Net Core),Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,11,Working on building a unique data driven platform with both data scientists and software engineers.Data transformation projects are a bonus!
560,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
561,Product Manager,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,25,"They are a close knitted team of engineers, data scientists and business leaders who have built a unique AI product that can help businesses across a range of…"
562,Senior Developer- Java & AWS,Profusion Group,https://au.indeed.comn/a,0.0,Melbourne VIC,2,Experience working with large data sets or experience working closely with Data Scientists and Data Engineers would be highly beneficial.
563,Clinical Trials Nurse Coordinator,Scientia Clinical Research,https://au.indeed.comn/a,0.0,Randwick NSW,4,"You will work closely with a multi-functional team of doctors, scientists, clinical project manager, data managers as well as with external stakeholders."
564,Senior Research Analyst,Hudson,https://au.indeed.com/cmp/Hudson,3.6,Melbourne VIC,14,"This role will lead to candidates who have a strong background in data analysis, demographic analysis and interpretation of data."
565,Senior Systems Engineer (Level 3),Talentpool Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,16,"You will be joining an exceptionally talented group of data scientists, engineers and sports analysts at the forefront of their field."
566,Senior Quantitative Analyst,Bluefin Resources,https://au.indeed.comn/a,0.0,Sydney NSW,19,"Ensuring the scope of independent validation appropriately challenges a model's scope of application, methodology and implementation, data used and its…"
567,Senior Product Manager,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,Strong affiliation and experience with Data or prior experience as a Data analyst or data scientist are preferable.
568,6M Contract - Automation Engineer - JavaScript - CICD - Goog...,Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,7,"You will be working with an exceptional cross functional team of QA, software engineers and data scientists.Are you a Senor Automation Engineer experienced in…"
569,Full Stack Senior Software Engineer (React.js & .Net Core),Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,11,Working on building a unique data driven platform with both data scientists and software engineers.Data transformation projects are a bonus!
570,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
571,Product Manager,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,25,"They are a close knitted team of engineers, data scientists and business leaders who have built a unique AI product that can help businesses across a range of…"
572,Senior Developer- Java & AWS,Profusion Group,https://au.indeed.comn/a,0.0,Melbourne VIC,2,Experience working with large data sets or experience working closely with Data Scientists and Data Engineers would be highly beneficial.
573,Clinical Trials Nurse Coordinator,Scientia Clinical Research,https://au.indeed.comn/a,0.0,Randwick NSW,4,"You will work closely with a multi-functional team of doctors, scientists, clinical project manager, data managers as well as with external stakeholders."
574,Senior Research Analyst,Hudson,https://au.indeed.com/cmp/Hudson,0.0,Melbourne VIC,14,"This role will lead to candidates who have a strong background in data analysis, demographic analysis and interpretation of data."
575,Senior Systems Engineer (Level 3),Talentpool Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,16,"You will be joining an exceptionally talented group of data scientists, engineers and sports analysts at the forefront of their field."
576,Senior Quantitative Analyst,Bluefin Resources,https://au.indeed.comn/a,0.0,Sydney NSW,19,"Ensuring the scope of independent validation appropriately challenges a model's scope of application, methodology and implementation, data used and its…"
577,Senior Product Manager,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,Strong affiliation and experience with Data or prior experience as a Data analyst or data scientist are preferable.
578,6M Contract - Automation Engineer - JavaScript - CICD - Goog...,Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,7,"You will be working with an exceptional cross functional team of QA, software engineers and data scientists. Are you a Senor Automation Engineer experienced in…"
579,Full Stack Senior Software Engineer (React.js & .Net Core),Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,11,Working on building a unique data driven platform with both data scientists and software engineers. Data transformation projects are a bonus!
580,Senior Developer- Java & AWS,Profusion Group,https://au.indeed.comn/a,0.0,Melbourne VIC,2,Experience working with large data sets or experience working closely with Data Scientists and Data Engineers would be highly beneficial.
581,Process Control Engineer,MIPAC Pty Ltd,https://au.indeed.comn/a,0.0,Brisbane QLD,22,You will be supported by a multi-disciplinary team of Control System Engineers and Data Scientists to configure and deploy fit-for-purpose control strategies.
582,Senior Systems Engineer (Level 3),Talentpool Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,16,"You will be joining an exceptionally talented group of data scientists, engineers and sports analysts at the forefront of their field."
583,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
584,Product Manager,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,25,"They are a close knitted team of engineers, data scientists and business leaders who have built a unique AI product that can help businesses across a range of…"
585,Senior Research Analyst,Hudson,https://au.indeed.com/cmp/Hudson,0.0,Melbourne VIC,14,"This role will lead to candidates who have a strong background in data analysis, demographic analysis and interpretation of data."
586,Senior Product Manager,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,Strong affiliation and experience with Data or prior experience as a Data analyst or data scientist are preferable.
587,Technical Product Manager,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
588,6M Contract - Automation Engineer - JavaScript - CICD - Goog...,Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,7,"You will be working with an exceptional cross functional team of QA, software engineers and data scientists.Are you a Senor Automation Engineer experienced in…"
589,Full Stack Senior Software Engineer (React.js & .Net Core),Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,11,Working on building a unique data driven platform with both data scientists and software engineers.Data transformation projects are a bonus!
590,Senior Developer- Java & AWS,Profusion Group,https://au.indeed.comn/a,0.0,Melbourne VIC,2,Experience working with large data sets or experience working closely with Data Scientists and Data Engineers would be highly beneficial.
591,Process Control Engineer,MIPAC Pty Ltd,https://au.indeed.comn/a,0.0,Brisbane QLD,22,You will be supported by a multi-disciplinary team of Control System Engineers and Data Scientists to configure and deploy fit-for-purpose control strategies.
592,Senior Systems Engineer (Level 3),Talentpool Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,16,"You will be joining an exceptionally talented group of data scientists, engineers and sports analysts at the forefront of their field."
593,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
594,Product Manager,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,25,"They are a close knitted team of engineers, data scientists and business leaders who have built a unique AI product that can help businesses across a range of…"
595,Senior Research Analyst,Hudson,https://au.indeed.com/cmp/Hudson,0.0,Melbourne VIC,14,"This role will lead to candidates who have a strong background in data analysis, demographic analysis and interpretation of data."
596,Senior Product Manager,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,Strong affiliation and experience with Data or prior experience as a Data analyst or data scientist are preferable.
597,Technical Product Manager,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
598,6M Contract - Automation Engineer - JavaScript - CICD - Goog...,Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,7,"You will be working with an exceptional cross functional team of QA, software engineers and data scientists.Are you a Senor Automation Engineer experienced in…"
599,Full Stack Senior Software Engineer (React.js & .Net Core),Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,11,Working on building a unique data driven platform with both data scientists and software engineers.Data transformation projects are a bonus!
600,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
601,Product Manager,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,25,"They are a close knitted team of engineers, data scientists and business leaders who have built a unique AI product that can help businesses across a range of…"
602,Senior Developer- Java & AWS,Profusion Group,https://au.indeed.comn/a,0.0,Melbourne VIC,2,Experience working with large data sets or experience working closely with Data Scientists and Data Engineers would be highly beneficial.
603,Clinical Trials Nurse Coordinator,Scientia Clinical Research,https://au.indeed.comn/a,0.0,Randwick NSW,4,"You will work closely with a multi-functional team of doctors, scientists, clinical project manager, data managers as well as with external stakeholders."
604,Senior Research Analyst,Hudson,https://au.indeed.com/cmp/Hudson,3.6,Melbourne VIC,14,"This role will lead to candidates who have a strong background in data analysis, demographic analysis and interpretation of data."
605,Senior Systems Engineer (Level 3),Talentpool Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,16,"You will be joining an exceptionally talented group of data scientists, engineers and sports analysts at the forefront of their field."
606,Senior Quantitative Analyst,Bluefin Resources,https://au.indeed.comn/a,0.0,Sydney NSW,19,"Ensuring the scope of independent validation appropriately challenges a model's scope of application, methodology and implementation, data used and its…"
607,Senior Product Manager,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,"Strong affiliation and experience with Data or prior experience as a Data analyst or data scientist are preferable. V or Click ""Apply Now""."
608,6M Contract - Automation Engineer - JavaScript - CICD - Goog...,Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,7,"You will be working with an exceptional cross functional team of QA, software engineers and data scientists. Are you a Senor Automation Engineer experienced in…"
609,Full Stack Senior Software Engineer (React.js & .Net Core),Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,11,Working on building a unique data driven platform with both data scientists and software engineers. You will help lead and deliver financial services data and…
610,Senior Developer- Java & AWS,Profusion Group,https://au.indeed.comn/a,0.0,Melbourne VIC,2,Experience working with large data sets or experience working closely with Data Scientists and Data Engineers would be highly beneficial.
611,Process Control Engineer,MIPAC Pty Ltd,https://au.indeed.comn/a,0.0,Brisbane QLD,22,You will be supported by a multi-disciplinary team of Control System Engineers and Data Scientists to configure and deploy fit-for-purpose control strategies.
612,Senior Systems Engineer (Level 3),Talentpool Recruitment,https://au.indeed.comn/a,0.0,Sydney NSW,16,"You will be joining an exceptionally talented group of data scientists, engineers and sports analysts at the forefront of their field."
613,Azure Architect,Beacham Group Pty Ltd,https://au.indeed.comn/a,0.0,Perth WA,24,"Strong experience specifically in Azure data storage, integration and data virtualisation components sufficient to recommend components, define governance and…"
614,Product Manager,Onset,https://au.indeed.comn/a,0.0,Sydney NSW,25,"They are a close knitted team of engineers, data scientists and business leaders who have built a unique AI product that can help businesses across a range of…"
615,Senior Research Analyst,Hudson,https://au.indeed.com/cmp/Hudson,3.6,Melbourne VIC,14,"This role will lead to candidates who have a strong background in data analysis, demographic analysis and interpretation of data."
616,Senior Product Manager,Sustainability Consulting,https://au.indeed.comn/a,0.0,Sydney NSW,25,Strong affiliation and experience with Data or prior experience as a Data analyst or data scientist are preferable.
617,Technical Product Manager,Talenza,https://au.indeed.comn/a,0.0,Sydney NSW,4,"This fast growing Tech start up are making waves in the industry- You'll be joining a a group of talented Data Scientist, Engineers, Designers and Health…"
618,6M Contract - Automation Engineer - JavaScript - CICD - Goog...,Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,7,"You will be working with an exceptional cross functional team of QA, software engineers and data scientists.Are you a Senor Automation Engineer experienced in…"
619,Full Stack Senior Software Engineer (React.js & .Net Core),Real Time Australia,https://au.indeed.comn/a,0.0,Melbourne VIC,11,Working on building a unique data driven platform with both data scientists and software engineers.Data transformation projects are a bonus!
